  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -1.500  -0.1611   0.00562   0.00131  -0.0021   0.8283   0.5286
  -1.450  -0.1558   0.00561   0.00129  -0.0020   0.8244   0.5340
  -1.400  -0.1503   0.00560   0.00129  -0.0020   0.8201   0.5394
  -1.350  -0.1450   0.00557   0.00128  -0.0019   0.8157   0.5449
  -1.300  -0.1397   0.00556   0.00127  -0.0018   0.8112   0.5506
  -1.250  -0.1343   0.00556   0.00126  -0.0018   0.8070   0.5555
  -1.200  -0.1289   0.00554   0.00125  -0.0017   0.8026   0.5608
  -1.150  -0.1236   0.00552   0.00124  -0.0016   0.7980   0.5664
  -1.100  -0.1182   0.00552   0.00123  -0.0015   0.7933   0.5718
  -1.050  -0.1129   0.00551   0.00122  -0.0015   0.7893   0.5771
  -1.000  -0.1075   0.00549   0.00122  -0.0014   0.7847   0.5826
  -0.950  -0.1021   0.00549   0.00121  -0.0013   0.7798   0.5879
  -0.900  -0.0968   0.00548   0.00120  -0.0012   0.7752   0.5925
  -0.850  -0.0914   0.00547   0.00120  -0.0012   0.7708   0.5982
  -0.800  -0.0860   0.00546   0.00119  -0.0011   0.7658   0.6039
  -0.750  -0.0806   0.00546   0.00118  -0.0010   0.7611   0.6088
  -0.700  -0.0754   0.00545   0.00118  -0.0010   0.7565   0.6144
  -0.650  -0.0699   0.00544   0.00117  -0.0009   0.7518   0.6197
  -0.600  -0.0644   0.00544   0.00117  -0.0008   0.7467   0.6245
  -0.550  -0.0592   0.00543   0.00116  -0.0007   0.7419   0.6299
  -0.500  -0.0538   0.00542   0.00116  -0.0007   0.7372   0.6353
  -0.450  -0.0483   0.00542   0.00116  -0.0006   0.7322   0.6407
  -0.400  -0.0430   0.00541   0.00115  -0.0005   0.7271   0.6456
  -0.350  -0.0377   0.00541   0.00115  -0.0005   0.7225   0.6510
  -0.300  -0.0322   0.00541   0.00115  -0.0004   0.7173   0.6562
  -0.250  -0.0269   0.00541   0.00115  -0.0003   0.7120   0.6612
  -0.150  -0.0161   0.00541   0.00114  -0.0002   0.7023   0.6717
  -0.100  -0.0107   0.00540   0.00114  -0.0001   0.6972   0.6767
  -0.050  -0.0054   0.00540   0.00114  -0.0001   0.6919   0.6819
   0.000   0.0000   0.00540   0.00114  -0.0000   0.6871   0.6870
   0.050   0.0055   0.00540   0.00114   0.0001   0.6818   0.6919
   0.100   0.0107   0.00540   0.00114   0.0001   0.6766   0.6971
   0.150   0.0161   0.00541   0.00114   0.0002   0.6718   0.7025
   0.250   0.0269   0.00541   0.00115   0.0003   0.6610   0.7122
   0.300   0.0322   0.00541   0.00115   0.0004   0.6560   0.7174
   0.350   0.0377   0.00541   0.00115   0.0005   0.6510   0.7225
   0.400   0.0431   0.00542   0.00115   0.0005   0.6456   0.7271
   0.450   0.0483   0.00542   0.00116   0.0006   0.6405   0.7321
   0.500   0.0538   0.00542   0.00116   0.0007   0.6354   0.7373
   0.550   0.0592   0.00543   0.00116   0.0007   0.6297   0.7419
   0.600   0.0644   0.00544   0.00117   0.0008   0.6245   0.7469
   0.650   0.0699   0.00544   0.00117   0.0009   0.6195   0.7518
   0.700   0.0754   0.00545   0.00118   0.0009   0.6141   0.7565
   0.750   0.0806   0.00545   0.00118   0.0010   0.6088   0.7612
   0.800   0.0860   0.00546   0.00119   0.0011   0.6041   0.7658
   0.850   0.0914   0.00547   0.00120   0.0012   0.5985   0.7707
   0.900   0.0968   0.00548   0.00120   0.0012   0.5929   0.7752
   0.950   0.1021   0.00549   0.00121   0.0013   0.5880   0.7797
   1.000   0.1075   0.00549   0.00122   0.0014   0.5827   0.7846
   1.050   0.1129   0.00551   0.00122   0.0015   0.5769   0.7892
   1.100   0.1182   0.00552   0.00123   0.0015   0.5718   0.7935
   1.150   0.1236   0.00552   0.00124   0.0016   0.5665   0.7982
   1.200   0.1289   0.00554   0.00125   0.0017   0.5607   0.8027
   1.250   0.1343   0.00556   0.00126   0.0017   0.5557   0.8070
   1.300   0.1397   0.00556   0.00127   0.0018   0.5499   0.8112
   1.350   0.1450   0.00557   0.00128   0.0019   0.5451   0.8157
   1.400   0.1503   0.00560   0.00129   0.0020   0.5394   0.8202
   1.450   0.1558   0.00561   0.00130   0.0020   0.5340   0.8244
   1.500   0.1611   0.00562   0.00131   0.0021   0.5285   0.8282
   1.550   0.1663   0.00564   0.00132   0.0022   0.5231   0.8324
   1.600   0.1718   0.00565   0.00133   0.0023   0.5181   0.8368
   1.650   0.1773   0.00567   0.00134   0.0023   0.5127   0.8409
   1.700   0.1824   0.00569   0.00135   0.0025   0.5070   0.8445
   1.750   0.1878   0.00570   0.00137   0.0025   0.5017   0.8484
   1.800   0.1932   0.00572   0.00138   0.0026   0.4962   0.8526
   1.850   0.1985   0.00575   0.00139   0.0027   0.4906   0.8565
   1.900   0.2039   0.00576   0.00141   0.0028   0.4856   0.8600
   1.950   0.2092   0.00578   0.00142   0.0029   0.4798   0.8636
   2.000   0.2144   0.00581   0.00144   0.0030   0.4742   0.8674
   2.050   0.2198   0.00583   0.00145   0.0030   0.4690   0.8712
   2.150   0.2304   0.00589   0.00148   0.0032   0.4572   0.8780
   2.200   0.2357   0.00590   0.00150   0.0033   0.4526   0.8814
   2.250   0.2411   0.00592   0.00151   0.0034   0.4472   0.8849
   2.300   0.2463   0.00596   0.00153   0.0035   0.4414   0.8883
   2.350   0.2517   0.00598   0.00154   0.0035   0.4360   0.8915
   2.400   0.2570   0.00601   0.00156   0.0036   0.4302   0.8944
   2.450   0.2622   0.00604   0.00158   0.0038   0.4249   0.8975
   2.500   0.2675   0.00607   0.00160   0.0038   0.4196   0.9009
   2.550   0.2728   0.00609   0.00162   0.0039   0.4141   0.9041
   2.600   0.2780   0.00613   0.00164   0.0040   0.4083   0.9071
   2.650   0.2833   0.00616   0.00166   0.0041   0.4030   0.9097
   2.700   0.2886   0.00619   0.00168   0.0042   0.3971   0.9124
   2.750   0.2938   0.00623   0.00170   0.0043   0.3917   0.9152
   2.800   0.2991   0.00626   0.00172   0.0044   0.3866   0.9182
   2.850   0.3043   0.00629   0.00174   0.0045   0.3807   0.9210
   2.900   0.3095   0.00634   0.00176   0.0046   0.3749   0.9238
   2.950   0.3148   0.00636   0.00178   0.0047   0.3698   0.9261
   3.000   0.3201   0.00640   0.00180   0.0048   0.3638   0.9284
   3.100   0.3306   0.00647   0.00185   0.0050   0.3533   0.9335
   3.150   0.3358   0.00651   0.00187   0.0051   0.3474   0.9360
   3.250   0.3462   0.00659   0.00191   0.0053   0.3367   0.9409
   3.300   0.3517   0.00663   0.00194   0.0054   0.3309   0.9427
   3.400   0.3625   0.00672   0.00199   0.0055   0.3199   0.9466
   3.450   0.3678   0.00676   0.00202   0.0056   0.3142   0.9488
   3.500   0.3729   0.00681   0.00204   0.0057   0.3088   0.9511
   3.550   0.3781   0.00685   0.00206   0.0058   0.3037   0.9534
   3.650   0.3888   0.00695   0.00212   0.0059   0.2922   0.9570
   3.700   0.3947   0.00699   0.00214   0.0059   0.2869   0.9584
   3.750   0.4005   0.00704   0.00217   0.0058   0.2807   0.9599
   3.800   0.4062   0.00709   0.00220   0.0058   0.2753   0.9614
   3.850   0.4119   0.00714   0.00223   0.0058   0.2698   0.9630
   3.900   0.4173   0.00719   0.00226   0.0059   0.2638   0.9648
   3.950   0.4226   0.00724   0.00229   0.0059   0.2588   0.9667
   4.000   0.4277   0.00728   0.00232   0.0061   0.2537   0.9687
   4.050   0.4330   0.00734   0.00235   0.0061   0.2482   0.9703
   4.100   0.4395   0.00739   0.00238   0.0059   0.2426   0.9711
   4.150   0.4461   0.00744   0.00241   0.0057   0.2371   0.9720
   4.200   0.4524   0.00751   0.00245   0.0055   0.2308   0.9729
   4.250   0.4588   0.00756   0.00248   0.0053   0.2257   0.9738
   4.300   0.4652   0.00762   0.00251   0.0052   0.2198   0.9748
   4.350   0.4714   0.00769   0.00255   0.0050   0.2139   0.9758
   4.400   0.4778   0.00774   0.00258   0.0048   0.2092   0.9768
   4.450   0.4841   0.00779   0.00262   0.0047   0.2039   0.9778
   4.500   0.4902   0.00787   0.00266   0.0045   0.1981   0.9789
   4.550   0.4963   0.00791   0.00269   0.0044   0.1936   0.9801
   4.600   0.5020   0.00797   0.00273   0.0044   0.1883   0.9813
   4.650   0.5072   0.00804   0.00277   0.0045   0.1834   0.9828
   4.700   0.5143   0.00809   0.00280   0.0041   0.1784   0.9832
   4.750   0.5214   0.00815   0.00284   0.0038   0.1732   0.9836
   4.800   0.5284   0.00823   0.00288   0.0034   0.1676   0.9839
   4.850   0.5356   0.00828   0.00292   0.0030   0.1634   0.9843
   4.900   0.5428   0.00834   0.00296   0.0027   0.1584   0.9846
   4.950   0.5499   0.00842   0.00300   0.0023   0.1530   0.9850
   5.000   0.5571   0.00848   0.00304   0.0019   0.1488   0.9853
   5.050   0.5643   0.00854   0.00309   0.0016   0.1442   0.9857
   5.100   0.5713   0.00861   0.00313   0.0012   0.1393   0.9860
   5.150   0.5784   0.00867   0.00317   0.0009   0.1352   0.9864
   5.200   0.5854   0.00873   0.00321   0.0005   0.1313   0.9868
   5.250   0.5924   0.00880   0.00326   0.0002   0.1271   0.9873
   5.300   0.5993   0.00887   0.00331  -0.0001   0.1228   0.9877
   5.350   0.6063   0.00892   0.00335  -0.0005   0.1198   0.9882
   5.400   0.6132   0.00898   0.00339  -0.0008   0.1162   0.9887
   5.450   0.6199   0.00905   0.00344  -0.0011   0.1123   0.9892
   5.500   0.6267   0.00912   0.00348  -0.0013   0.1087   0.9897
   5.550   0.6335   0.00917   0.00352  -0.0016   0.1059   0.9902
   5.600   0.6402   0.00923   0.00357  -0.0019   0.1027   0.9908
   5.650   0.6468   0.00931   0.00362  -0.0022   0.0993   0.9913
   5.700   0.6534   0.00938   0.00367  -0.0024   0.0959   0.9919
   5.750   0.6600   0.00942   0.00371  -0.0026   0.0939   0.9924
   5.800   0.6666   0.00948   0.00376  -0.0029   0.0914   0.9930
   5.850   0.6729   0.00955   0.00381  -0.0031   0.0888   0.9936
   5.900   0.6797   0.00962   0.00386  -0.0034   0.0858   0.9939
   5.950   0.6868   0.00968   0.00391  -0.0037   0.0833   0.9941
   6.000   0.6940   0.00973   0.00395  -0.0041   0.0815   0.9944
   6.050   0.7010   0.00979   0.00400  -0.0044   0.0792   0.9947
   6.100   0.7080   0.00986   0.00405  -0.0048   0.0769   0.9950
   6.150   0.7149   0.00994   0.00410  -0.0051   0.0742   0.9953
   6.200   0.7219   0.00999   0.00416  -0.0054   0.0722   0.9956
   6.250   0.7290   0.01004   0.00420  -0.0058   0.0708   0.9959
   6.300   0.7360   0.01009   0.00424  -0.0061   0.0690   0.9962
   6.350   0.7429   0.01016   0.00430  -0.0064   0.0672   0.9965
   6.400   0.7497   0.01023   0.00435  -0.0067   0.0653   0.9969
   6.450   0.7565   0.01032   0.00442  -0.0070   0.0632   0.9972
   6.500   0.7634   0.01036   0.00447  -0.0074   0.0621   0.9976
   6.550   0.7704   0.01041   0.00451  -0.0077   0.0610   0.9979
   6.600   0.7773   0.01046   0.00456  -0.0080   0.0597   0.9982
   6.650   0.7841   0.01052   0.00462  -0.0083   0.0584   0.9986
   6.700   0.7909   0.01060   0.00467  -0.0086   0.0570   0.9989
   6.750   0.7976   0.01068   0.00474  -0.0089   0.0554   0.9992
   6.800   0.8043   0.01076   0.00481  -0.0092   0.0537   0.9995
   6.850   0.8113   0.01080   0.00486  -0.0095   0.0531   0.9997
   6.900   0.8182   0.01085   0.00491  -0.0098   0.0522   1.0000
   6.950   0.8225   0.01089   0.00495  -0.0096   0.0514   1.0000
   7.000   0.8268   0.01094   0.00499  -0.0093   0.0506   1.0000
   7.050   0.8310   0.01100   0.00504  -0.0090   0.0498   1.0000
   7.100   0.8351   0.01106   0.00509  -0.0088   0.0489   1.0000
   7.150   0.8392   0.01112   0.00515  -0.0085   0.0480   1.0000
   7.200   0.8432   0.01120   0.00522  -0.0082   0.0470   1.0000
   7.250   0.8471   0.01128   0.00529  -0.0079   0.0460   1.0000
   7.300   0.8515   0.01131   0.00533  -0.0077   0.0456   1.0000
   7.350   0.8558   0.01135   0.00538  -0.0074   0.0452   1.0000
   7.400   0.8601   0.01139   0.00543  -0.0072   0.0447   1.0000
   7.450   0.8644   0.01144   0.00548  -0.0069   0.0441   1.0000
   7.500   0.8686   0.01149   0.00553  -0.0067   0.0436   1.0000
   7.550   0.8728   0.01154   0.00558  -0.0064   0.0430   1.0000
   7.600   0.8770   0.01160   0.00563  -0.0062   0.0424   1.0000
   7.650   0.8811   0.01167   0.00569  -0.0059   0.0418   1.0000
   7.700   0.8852   0.01174   0.00575  -0.0056   0.0412   1.0000
   7.750   0.8891   0.01182   0.00583  -0.0053   0.0405   1.0000
   7.800   0.8930   0.01191   0.00592  -0.0050   0.0396   1.0000
   7.850   0.8971   0.01198   0.00599  -0.0047   0.0391   1.0000
   7.900   0.9015   0.01202   0.00603  -0.0045   0.0389   1.0000
   7.950   0.9058   0.01206   0.00608  -0.0042   0.0385   1.0000
   8.000   0.9101   0.01211   0.00613  -0.0040   0.0381   1.0000
   8.050   0.9144   0.01216   0.00618  -0.0038   0.0377   1.0000
   8.100   0.9187   0.01221   0.00624  -0.0035   0.0373   1.0000
   8.150   0.9230   0.01226   0.00629  -0.0033   0.0368   1.0000
   8.200   0.9272   0.01232   0.00635  -0.0030   0.0364   1.0000
   8.250   0.9314   0.01239   0.00642  -0.0028   0.0359   1.0000
   8.300   0.9355   0.01246   0.00648  -0.0025   0.0355   1.0000
   8.350   0.9396   0.01253   0.00655  -0.0022   0.0350   1.0000
   8.400   0.9436   0.01262   0.00664  -0.0019   0.0345   1.0000
   8.450   0.9474   0.01273   0.00674  -0.0016   0.0339   1.0000
   8.500   0.9512   0.01283   0.00685  -0.0013   0.0334   1.0000
   8.550   0.9557   0.01288   0.00690  -0.0011   0.0332   1.0000
   8.600   0.9601   0.01293   0.00696  -0.0009   0.0330   1.0000
   8.650   0.9645   0.01298   0.00701  -0.0006   0.0327   1.0000
   8.700   0.9688   0.01303   0.00708  -0.0004   0.0325   1.0000
   8.750   0.9732   0.01309   0.00714  -0.0002   0.0322   1.0000
   8.800   0.9776   0.01315   0.00720   0.0000   0.0319   1.0000
   8.850   0.9819   0.01321   0.00726   0.0003   0.0316   1.0000
   8.900   0.9863   0.01327   0.00733   0.0005   0.0313   1.0000
   8.950   0.9906   0.01334   0.00740   0.0007   0.0310   1.0000
   9.000   0.9949   0.01341   0.00747   0.0010   0.0307   1.0000
   9.050   0.9991   0.01348   0.00754   0.0012   0.0304   1.0000
   9.100   1.0033   0.01356   0.00762   0.0014   0.0301   1.0000
   9.200   1.0114   0.01374   0.00780   0.0020   0.0294   1.0000
   9.250   1.0153   0.01386   0.00792   0.0023   0.0290   1.0000
   9.300   1.0188   0.01401   0.00807   0.0026   0.0285   1.0000
   9.350   1.0229   0.01410   0.00817   0.0028   0.0283   1.0000
   9.400   1.0274   0.01415   0.00822   0.0030   0.0282   1.0000
   9.450   1.0320   0.01420   0.00829   0.0032   0.0280   1.0000
   9.500   1.0365   0.01426   0.00835   0.0034   0.0278   1.0000
   9.550   1.0410   0.01432   0.00842   0.0036   0.0276   1.0000
   9.600   1.0455   0.01438   0.00849   0.0038   0.0274   1.0000
   9.650   1.0499   0.01445   0.00856   0.0040   0.0271   1.0000
   9.700   1.0544   0.01452   0.00863   0.0042   0.0269   1.0000
   9.750   1.0589   0.01459   0.00871   0.0043   0.0267   1.0000
   9.800   1.0633   0.01466   0.00878   0.0045   0.0264   1.0000
   9.850   1.0678   0.01473   0.00886   0.0047   0.0262   1.0000
   9.900   1.0722   0.01481   0.00894   0.0049   0.0260   1.0000
   9.950   1.0765   0.01489   0.00902   0.0051   0.0258   1.0000
  10.000   1.0809   0.01498   0.00911   0.0053   0.0255   1.0000
  10.050   1.0851   0.01507   0.00920   0.0055   0.0253   1.0000
  10.100   1.0894   0.01517   0.00931   0.0057   0.0251   1.0000
  10.150   1.0934   0.01529   0.00943   0.0059   0.0248   1.0000
  10.200   1.0973   0.01543   0.00957   0.0062   0.0246   1.0000
  10.250   1.1009   0.01559   0.00973   0.0065   0.0243   1.0000
  10.300   1.1041   0.01578   0.00994   0.0068   0.0240   1.0000
  10.350   1.1088   0.01585   0.01001   0.0070   0.0239   1.0000
  10.400   1.1134   0.01591   0.01009   0.0071   0.0238   1.0000
  10.450   1.1179   0.01598   0.01017   0.0073   0.0237   1.0000
  10.500   1.1225   0.01606   0.01025   0.0074   0.0235   1.0000
  10.550   1.1269   0.01614   0.01034   0.0076   0.0234   1.0000
  10.600   1.1314   0.01622   0.01043   0.0077   0.0233   1.0000
  10.650   1.1359   0.01630   0.01052   0.0079   0.0231   1.0000
  10.700   1.1403   0.01639   0.01062   0.0081   0.0230   1.0000
  10.750   1.1447   0.01647   0.01071   0.0083   0.0228   1.0000
  10.800   1.1490   0.01656   0.01081   0.0084   0.0227   1.0000
  10.850   1.1534   0.01665   0.01091   0.0086   0.0225   1.0000
  10.900   1.1578   0.01674   0.01100   0.0088   0.0224   1.0000
  10.950   1.1621   0.01683   0.01110   0.0089   0.0222   1.0000
  11.000   1.1665   0.01693   0.01120   0.0091   0.0221   1.0000
  11.050   1.1708   0.01702   0.01130   0.0093   0.0219   1.0000
  11.100   1.1751   0.01712   0.01141   0.0095   0.0218   1.0000
  11.150   1.1793   0.01722   0.01151   0.0096   0.0216   1.0000
  11.200   1.1835   0.01732   0.01162   0.0098   0.0215   1.0000
  11.250   1.1876   0.01743   0.01174   0.0100   0.0213   1.0000
  11.300   1.1916   0.01755   0.01186   0.0102   0.0212   1.0000
  11.350   1.1955   0.01768   0.01199   0.0104   0.0210   1.0000
  11.400   1.1992   0.01783   0.01214   0.0107   0.0208   1.0000
  11.450   1.2026   0.01800   0.01232   0.0110   0.0206   1.0000
  11.500   1.2056   0.01820   0.01252   0.0113   0.0204   1.0000
  11.550   1.2081   0.01845   0.01279   0.0117   0.0202   1.0000
  11.600   1.2116   0.01860   0.01296   0.0120   0.0201   1.0000
  11.650   1.2160   0.01868   0.01305   0.0121   0.0200   1.0000
  11.700   1.2204   0.01876   0.01313   0.0123   0.0199   1.0000
  11.750   1.2247   0.01885   0.01324   0.0124   0.0199   1.0000
  11.800   1.2289   0.01894   0.01334   0.0126   0.0198   1.0000
  11.850   1.2331   0.01903   0.01344   0.0128   0.0197   1.0000
  11.900   1.2372   0.01913   0.01356   0.0130   0.0196   1.0000
  11.950   1.2413   0.01923   0.01367   0.0132   0.0195   1.0000
  12.000   1.2453   0.01934   0.01378   0.0134   0.0194   1.0000
  12.050   1.2493   0.01945   0.01391   0.0136   0.0192   1.0000
  12.100   1.2532   0.01956   0.01403   0.0138   0.0191   1.0000
  12.150   1.2571   0.01967   0.01416   0.0140   0.0190   1.0000
  12.200   1.2609   0.01979   0.01429   0.0142   0.0189   1.0000
  12.250   1.2647   0.01991   0.01442   0.0144   0.0188   1.0000
  12.300   1.2685   0.02003   0.01454   0.0146   0.0187   1.0000
  12.350   1.2722   0.02015   0.01467   0.0149   0.0186   1.0000
  12.400   1.2760   0.02027   0.01480   0.0151   0.0185   1.0000
  12.450   1.2796   0.02039   0.01494   0.0153   0.0184   1.0000
  12.500   1.2833   0.02052   0.01507   0.0156   0.0183   1.0000
  12.550   1.2869   0.02064   0.01521   0.0158   0.0182   1.0000
  12.600   1.2904   0.02077   0.01534   0.0160   0.0181   1.0000
  12.650   1.2939   0.02090   0.01548   0.0163   0.0181   1.0000
  12.700   1.2974   0.02103   0.01562   0.0165   0.0180   1.0000
  12.750   1.3007   0.02117   0.01577   0.0168   0.0179   1.0000
  12.800   1.3039   0.02132   0.01592   0.0171   0.0178   1.0000
  12.850   1.3070   0.02147   0.01608   0.0174   0.0177   1.0000
  12.900   1.3100   0.02163   0.01625   0.0177   0.0176   1.0000
  12.950   1.3127   0.02180   0.01643   0.0180   0.0175   1.0000
  13.000   1.3151   0.02198   0.01662   0.0184   0.0174   1.0000
  13.050   1.3170   0.02217   0.01682   0.0189   0.0173   1.0000
  13.100   1.3186   0.02237   0.01703   0.0194   0.0172   1.0000
  13.150   1.3198   0.02260   0.01727   0.0199   0.0171   1.0000
  13.200   1.3206   0.02284   0.01753   0.0205   0.0171   1.0000
  13.250   1.3210   0.02311   0.01781   0.0212   0.0170   1.0000
  13.300   1.3205   0.02343   0.01815   0.0219   0.0168   1.0000
  13.350   1.3199   0.02377   0.01852   0.0226   0.0168   1.0000
  13.400   1.3222   0.02394   0.01870   0.0230   0.0167   1.0000
  13.450   1.3249   0.02408   0.01886   0.0233   0.0167   1.0000
  13.500   1.3275   0.02424   0.01903   0.0236   0.0166   1.0000
  13.550   1.3301   0.02439   0.01920   0.0239   0.0166   1.0000
  13.600   1.3326   0.02455   0.01938   0.0242   0.0166   1.0000
  13.650   1.3351   0.02472   0.01956   0.0245   0.0165   1.0000
  13.700   1.3374   0.02489   0.01975   0.0249   0.0165   1.0000
  13.750   1.3397   0.02508   0.01995   0.0252   0.0164   1.0000
  13.800   1.3419   0.02526   0.02016   0.0255   0.0164   1.0000
  13.850   1.3440   0.02546   0.02037   0.0258   0.0163   1.0000
  13.900   1.3461   0.02566   0.02059   0.0261   0.0163   1.0000
  13.950   1.3483   0.02585   0.02080   0.0264   0.0162   1.0000
  14.000   1.3502   0.02607   0.02103   0.0267   0.0162   1.0000
  14.050   1.3521   0.02629   0.02127   0.0270   0.0161   1.0000
  14.100   1.3540   0.02651   0.02150   0.0273   0.0161   1.0000
  14.150   1.3557   0.02675   0.02176   0.0276   0.0160   1.0000
  14.200   1.3575   0.02698   0.02201   0.0279   0.0159   1.0000
  14.250   1.3591   0.02723   0.02228   0.0282   0.0159   1.0000
  14.300   1.3610   0.02747   0.02253   0.0284   0.0158   1.0000
  14.350   1.3625   0.02773   0.02281   0.0287   0.0158   1.0000
  14.400   1.3642   0.02799   0.02308   0.0289   0.0157   1.0000
  14.450   1.3657   0.02826   0.02337   0.0292   0.0157   1.0000
  14.500   1.3672   0.02853   0.02366   0.0294   0.0156   1.0000
  14.550   1.3688   0.02880   0.02395   0.0296   0.0156   1.0000
  14.600   1.3702   0.02909   0.02425   0.0298   0.0155   1.0000
  14.650   1.3717   0.02939   0.02457   0.0300   0.0155   1.0000
  14.700   1.3730   0.02970   0.02489   0.0302   0.0154   1.0000
  14.750   1.3745   0.02999   0.02520   0.0304   0.0154   1.0000
  14.800   1.3760   0.03029   0.02552   0.0305   0.0153   1.0000
  14.850   1.3771   0.03062   0.02587   0.0307   0.0152   1.0000
  14.900   1.3784   0.03096   0.02621   0.0309   0.0152   1.0000
  14.950   1.3796   0.03129   0.02656   0.0310   0.0151   1.0000
  15.000   1.3809   0.03163   0.02692   0.0311   0.0151   1.0000
  15.050   1.3821   0.03198   0.02728   0.0312   0.0150   1.0000
  15.100   1.3835   0.03231   0.02764   0.0313   0.0150   1.0000
  15.150   1.3846   0.03268   0.02802   0.0314   0.0149   1.0000
  15.200   1.3854   0.03309   0.02845   0.0314   0.0149   1.0000
  15.250   1.3862   0.03350   0.02887   0.0315   0.0148   1.0000
  15.300   1.3876   0.03386   0.02925   0.0315   0.0148   1.0000
  15.350   1.3881   0.03431   0.02971   0.0315   0.0147   1.0000
  15.400   1.3887   0.03475   0.03017   0.0316   0.0147   1.0000
  15.450   1.3895   0.03519   0.03062   0.0316   0.0147   1.0000
  15.500   1.3897   0.03570   0.03115   0.0315   0.0146   1.0000
  15.550   1.3901   0.03619   0.03166   0.0315   0.0146   1.0000
  15.600   1.3902   0.03672   0.03220   0.0314   0.0145   1.0000
  15.650   1.3902   0.03727   0.03277   0.0314   0.0145   1.0000
  15.700   1.3899   0.03785   0.03338   0.0313   0.0145   1.0000
  15.750   1.3898   0.03844   0.03398   0.0311   0.0144   1.0000
  15.800   1.3892   0.03908   0.03464   0.0310   0.0144   1.0000
  15.850   1.3883   0.03976   0.03534   0.0308   0.0143   1.0000
  15.900   1.3877   0.04043   0.03603   0.0306   0.0143   1.0000
  15.950   1.3865   0.04116   0.03678   0.0304   0.0143   1.0000
  16.000   1.3853   0.04192   0.03756   0.0302   0.0142   1.0000
  16.050   1.3838   0.04272   0.03838   0.0299   0.0142   1.0000
  16.100   1.3821   0.04356   0.03925   0.0296   0.0141   1.0000
  16.150   1.3804   0.04441   0.04012   0.0293   0.0141   1.0000
  16.200   1.3783   0.04532   0.04106   0.0289   0.0141   1.0000
  16.250   1.3759   0.04629   0.04205   0.0285   0.0140   1.0000
  16.300   1.3732   0.04729   0.04308   0.0281   0.0140   1.0000
  16.350   1.3710   0.04825   0.04406   0.0277   0.0140   1.0000
  16.400   1.3682   0.04929   0.04513   0.0273   0.0139   1.0000
  16.450   1.3646   0.05043   0.04631   0.0268   0.0139   1.0000
  16.500   1.3615   0.05155   0.04745   0.0262   0.0139   1.0000
  16.550   1.3579   0.05272   0.04865   0.0257   0.0139   1.0000
  16.600   1.3534   0.05403   0.05000   0.0251   0.0138   1.0000
  16.650   1.3505   0.05514   0.05114   0.0246   0.0138   1.0000
  16.700   1.3467   0.05638   0.05241   0.0240   0.0138   1.0000
  16.750   1.3433   0.05756   0.05361   0.0234   0.0138   1.0000
  16.800   1.3418   0.05850   0.05458   0.0230   0.0138   1.0000
  16.850   1.3401   0.05947   0.05557   0.0225   0.0137   1.0000
  16.900   1.3378   0.06052   0.05664   0.0220   0.0137   1.0000
  16.950   1.3359   0.06151   0.05766   0.0215   0.0137   1.0000
  17.000   1.3338   0.06254   0.05872   0.0210   0.0137   1.0000
  17.050   1.3310   0.06368   0.05988   0.0204   0.0137   1.0000
  17.100   1.3288   0.06474   0.06096   0.0199   0.0137   1.0000
  17.150   1.3261   0.06587   0.06212   0.0193   0.0137   1.0000
  17.200   1.3237   0.06697   0.06325   0.0188   0.0137   1.0000
  17.250   1.3207   0.06816   0.06446   0.0182   0.0137   1.0000
  17.300   1.3178   0.06934   0.06567   0.0176   0.0137   1.0000
  17.350   1.3146   0.07056   0.06691   0.0170   0.0137   1.0000
  17.400   1.3116   0.07177   0.06814   0.0164   0.0136   1.0000
  17.450   1.3083   0.07301   0.06941   0.0158   0.0136   1.0000
  17.500   1.3051   0.07425   0.07068   0.0151   0.0136   1.0000
  17.550   1.3019   0.07548   0.07194   0.0145   0.0136   1.0000
  17.600   1.2983   0.07681   0.07329   0.0138   0.0136   1.0000
  17.650   1.2947   0.07813   0.07463   0.0132   0.0136   1.0000
  17.700   1.2912   0.07944   0.07597   0.0125   0.0136   1.0000
  17.750   1.2872   0.08083   0.07738   0.0118   0.0136   1.0000
  17.800   1.2837   0.08215   0.07873   0.0111   0.0136   1.0000
  17.850   1.2800   0.08352   0.08013   0.0104   0.0136   1.0000
  17.900   1.2762   0.08491   0.08154   0.0097   0.0136   1.0000
  17.950   1.2726   0.08627   0.08292   0.0090   0.0136   1.0000
  18.000   1.2686   0.08770   0.08437   0.0083   0.0136   1.0000
  18.050   1.2647   0.08908   0.08579   0.0076   0.0136   1.0000
  18.100   1.2606   0.09053   0.08725   0.0069   0.0136   1.0000
  18.150   1.2566   0.09197   0.08872   0.0061   0.0136   1.0000
  18.200   1.2525   0.09341   0.09018   0.0054   0.0136   1.0000
  18.250   1.2486   0.09485   0.09165   0.0047   0.0135   1.0000
  18.300   1.2444   0.09636   0.09318   0.0039   0.0135   1.0000
  18.350   1.2407   0.09776   0.09460   0.0032   0.0135   1.0000
